FBgn_mel	gene_symbol_mel	scaffold_mel	location_mel	strand_mel	FBgn_sim	gene_symbol_sim	scaffold_sim	location_sim	strand_sim	orthoDB_ID_sim	gene_symbol_yak	scaffold_yak	location_yak	strand_yak	FBgn_yak	orthoDB_ID_yak
6978	FBgn0037690	Task7	3R	9410329..9412293	-1	FBgn0192260	Dsim\GD20797	Scf_3R	15788419..15790564	1	EOG09190AGS	Task7	3R	9410329..9412293	-1	FBgn0241881	Dyak\GE24778
6979	FBgn0037696	GstZ1	3R	9455517..9456546	-1	FBgn0192259	Dsim\GD20796	Scf_3R	15744501..15745538	1	EOG09190DHJ	GstZ1	3R	9455517..9456546	-1	FBgn0241880	Dyak\GE24777
6980	FBgn0037697	GstZ2	3R	9456815..9460652	-1	FBgn0192258	Dsim\GD20795	Scf_3R	15740476..15743789	1	EOG09190EC2	GstZ2	3R	9456815..9460652	-1	FBgn0241878	Dyak\GE24775
6981	FBgn0037698	CG16779	3R	9461084..9493677	-1	FBgn0192257	Dsim\GD20794	Scf_3R	15707243..15737256	1	EOG091900Q3	CG16779	3R	9461084..9493677	-1	FBgn0241877	Dyak\GE24774
6982	FBgn0037700	CG8149	3R	9504656..9505865	1	FBgn0268287	Dsim\GD26997	Scf_3R	15695251..15696462	-1	EOG09190EM5	CG8149	3R	9504656..9505865	1	FBgn0243002	Dyak\GE25955
6983	FBgn0037703	JHDM2	3R	9516007..9520938	1	FBgn0190141	Dsim\GD18620	Scf_3R	15673787..15685053	-1	EOG09190254	JHDM2	3R	9516007..9520938	1	FBgn0243004	Dyak\GE25957
6984	FBgn0037705	mura	3R	9535625..9551806	-1	FBgn0192252	Dsim\GD20788	Scf_3R	15653707..15664061	1	EOG09190D5M	mura	3R	9535625..9551806	-1	FBgn0241871	Dyak\GE24768
6985	FBgn0037707	RnpS1	3R	9552034..9553747	1	FBgn0190143	Dsim\GD18622	Scf_3R	15647177..15648902	-1	EOG09190JKV	RnpS1	3R	9552034..9553747	1	FBgn0243006	Dyak\GE25959
6986	FBgn0037708	CG9386	3R	9553696..9555408	-1	FBgn0268319	Dsim\GD27029	Scf_3R	15645380..15647227	1	EOG091908A7	CG9386	3R	9553696..9555408	-1	FBgn0241870	Dyak\GE24767
6987	FBgn0037709	CG8199	3R	9555785..9557776	1	FBgn0190144	Dsim\GD18623	Scf_3R	15643140..15645149	-1	EOG091908L6	CG8199	3R	9555785..9557776	1	FBgn0243007	Dyak\GE25960
6988	FBgn0037710	CG9393	3R	9561583..9563673	-1	FBgn0192249	Dsim\GD20785	Scf_3R	15637221..15639307	1	EOG09190CK8	CG9393	3R	9561583..9563673	-1	FBgn0241867	Dyak\GE24764
6989	FBgn0037712	CG16789	3R	9566195..9569189	1	FBgn0190147	Dsim\GD18626	Scf_3R	15631718..15634685	-1	EOG091903WM	CG16789	3R	9566195..9569189	1	FBgn0243009	Dyak\GE25963
6990	FBgn0037713	CG16790	3R	9569074..9570214	-1	FBgn0192248	Dsim\GD20784	Scf_3R	15630676..15631842	1	EOG09190GR1	CG16790	3R	9569074..9570214	-1	FBgn0241866	Dyak\GE24763
6991	FBgn0037714	CG9396	3R	9570414..9571623	-1	FBgn0192247	Dsim\GD20783	Scf_3R	15628922..15630563	1	EOG09190HYP	CG9396	3R	9570414..9571623	-1	FBgn0241865	Dyak\GE24762
6992	FBgn0037715	CG9399	3R	9571911..9574211	-1	FBgn0192246	Dsim\GD20782	Scf_3R	15627390..15628818	1	EOG09190ISQ	CG9399	3R	9571911..9574211	-1	FBgn0241864	Dyak\GE24761
6993	FBgn0037716	Son	3R	9578042..9581225	1	FBgn0190148	Dsim\GD18627	Scf_3R	15619906..15623028	-1	EOG091904MW	Son	3R	9578042..9581225	1	FBgn0243010	Dyak\GE25964
6994	FBgn0037717	CG8301	3R	9581306..9586648	1	FBgn0190150	Dsim\GD18629	Scf_3R	15614319..15619601	-1	EOG091905G7	CG8301	3R	9581306..9586648	1	FBgn0243012	Dyak\GE25966
6995	FBgn0037718	P58IPK	3R	9586942..9589581	1	FBgn0190151	Dsim\GD18630	Scf_3R	15611362..15614153	-1	EOG091906K0	P58IPK	3R	9586942..9589581	1	FBgn0243013	Dyak\GE25967
6996	FBgn0037719	bocks	3R	9589468..9591002	-1	FBgn0192243	Dsim\GD20779	Scf_3R	15609923..15611598	1	EOG09190E7B	bocks	3R	9589468..9591002	-1	FBgn0241861	Dyak\GE24758
6997	FBgn0037720	CG8312	3R	9591309..9625073	1	FBgn0190153	Dsim\GD18632	Scf_3R	15576160..15609636	-1	EOG091903K3	CG8312	3R	9591309..9625073	1	FBgn0243014	Dyak\GE25968
6998	FBgn0037721	CG9427	3R	9625157..9626930	-1	FBgn0192242	Dsim\GD20778	Scf_3R	15574198..15576076	1	EOG09190GAQ	CG9427	3R	9625157..9626930	-1	FBgn0241860	Dyak\GE24757
6999	FBgn0037722	CG8319	3R	9627321..9628676	1	FBgn0190154	Dsim\GD18633	Scf_3R	15572073..15573877	-1	EOG091908CU	CG8319	3R	9627321..9628676	1	FBgn0243015	Dyak\GE25969
7000	FBgn0037723	SpdS	3R	9631641..9633673	1	FBgn0190155	Dsim\GD18634	Scf_3R	15567962..15569492	-1	EOG09190D2H	SpdS	3R	9631641..9633673	1	FBgn0243016	Dyak\GE25970
7001	FBgn0037726	CG9492	3R	9651179..9674643	-1	FBgn0192239	Dsim\GD20775	Scf_3R	15526247..15549630	1	EOG0919000N	CG9492	3R	9651179..9674643	-1	FBgn0241855	Dyak\GE24752
7002	FBgn0037727	Nepl12	3R	9675523..9677778	1	FBgn0190157	Dsim\GD18636	Scf_3R	15523172..15525430	-1	EOG091903MA	Nepl12	3R	9675523..9677778	1	FBgn0243018	Dyak\GE25972
7003	FBgn0037728	p23	3R	9677927..9679658	1	FBgn0190158	Dsim\GD18637	Scf_3R	15521335..15523008	-1	EOG09190I6F	p23	3R	9677927..9679658	1	FBgn0243019	Dyak\GE25973
7004	FBgn0037730	CG9444	3R	9681415..9684264	-1	FBgn0192237	Dsim\GD20773	Scf_3R	15516585..15519537	1	EOG091905K6	CG9444	3R	9681415..9684264	-1	FBgn0241853	Dyak\GE24750
7005	FBgn0037734	trbd	3R	9705996..9711037	-1	FBgn0270700	Dsim\GD29410	Scf_3R	15497448..15502096	1	EOG091903CQ	trbd	3R	9705996..9711037	-1	FBgn0241849	Dyak\GE24746
7006	FBgn0037736	side-VII	3R	9734012..9739979	-1	FBgn0192231	Dsim\GD20766	Scf_3R	15468255..15473687	1	EOG091902LT	side-VII	3R	9734012..9739979	-1	FBgn0241844	Dyak\GE24740
7007	FBgn0037737	Pnn	3R	9740899..9742844	1	FBgn0268127	Dsim\GD26837	Scf_3R	15466364..15467740	-1	EOG09190D7M	Pnn	3R	9740899..9742844	1	FBgn0243024	Dyak\GE25978
7008	FBgn0037739	CG12948	3R	9746167..9747744	-1	FBgn0192229	Dsim\GD20764	Scf_3R	15460868..15462463	1	EOG09190GFM	CG12948	3R	9746167..9747744	-1	FBgn0241841	Dyak\GE24737
7009	FBgn0037741	CG16908	3R	9751088..9754686	-1	FBgn0192228	Dsim\GD20763	Scf_3R	15453907..15458075	1	EOG09190351	CG16908	3R	9751088..9754686	-1	FBgn0241840	Dyak\GE24736
7010	FBgn0037742	Rpt3R	3R	9754735..9756510	-1	FBgn0192227	Dsim\GD20762	Scf_3R	15452363..15453818	1	EOG091908UI	Rpt3R	3R	9754735..9756510	-1	FBgn0241839	Dyak\GE24735
7011	FBgn0037743	Alg12	3R	9756491..9759313	1	FBgn0190164	Dsim\GD18643	Scf_3R	15449318..15452106	-1	EOG091904GE	Alg12	3R	9756491..9759313	1	FBgn0243027	Dyak\GE25981
7012	FBgn0037746	CG8478	3R	9763650..9766135	1	FBgn0270762	Dsim\GD29472	Scf_3R	15442695..15445083	-1	EOG09190BF6	CG8478	3R	9763650..9766135	1	FBgn0243028	Dyak\GE25983
7013	FBgn0037747	Naa80	3R	9767834..9770027	1	FBgn0190168	Dsim\GD18647	Scf_3R	15439046..15441236	-1	EOG09190G8I	Naa80	3R	9767834..9770027	1	FBgn0243030	Dyak\GE25985
7014	FBgn0037749	CG9471	3R	9770532..9771542	-1	FBgn0192224	Dsim\GD20759	Scf_3R	15437522..15438554	1	EOG09190G1E	CG9471	3R	9770532..9771542	-1	FBgn0068193	Dyak\GE24730
7015	FBgn0037750	Whamy	3R	9771795..9774419	-1	FBgn0192223	Dsim\GD20758	Scf_3R	15425817..15437334	1	EOG09190D74	Whamy	3R	9771795..9774419	-1	FBgn0241834	Dyak\GE24729
7016	FBgn0037751	topi	3R	9775121..9777943	1	FBgn0190169	Dsim\GD18648	Scf_3R	15431006..15433903	-1	EOG091902I2	topi	3R	9775121..9777943	1	FBgn0243031	Dyak\GE25986
7017	FBgn0037753	CG12947	3R	9780064..9783054	1	FBgn0190171	Dsim\GD18650	Scf_3R	15425959..15429786	-1	EOG09190AXO	CG12947	3R	9780064..9783054	1	FBgn0243032	Dyak\GE25989
7018	FBgn0037754	CG8500	3R	9784653..9789323	1	FBgn0269516	Dsim\GD28226	Scf_3R	15421008..15424416	-1	EOG09190FAI	CG8500	3R	9784653..9789323	1	FBgn0243033	Dyak\GE25990
7019	FBgn0037755	CG12945	3R	9787816..9791221	-1	FBgn0192225	Dsim\GD20760	Scf_3R	15417618..15420144	1	EOG091908IV	CG12945	3R	9787816..9791221	-1	FBgn0241832	Dyak\GE24727
7020	FBgn0037756	CG8507	3R	9791483..9793098	1	FBgn0190166	Dsim\GD18645	Scf_3R	15415752..15417334	-1	EOG09190ABH	CG8507	3R	9791483..9793098	1	FBgn0243034	Dyak\GE25991
7021	FBgn0037757	CG8516	3R	9793295..9797754	1	FBgn0190167	Dsim\GD18646	Scf_3R	15411048..15415508	-1	EOG0919038V	CG8516	3R	9793295..9797754	1	FBgn0243035	Dyak\GE25992
7022	FBgn0037758	CG9467	3R	9797769..9801026	-1	FBgn0270477	Dsim\GD29187	Scf_3R	15407706..15411036	1	EOG091903PU	CG9467	3R	9797769..9801026	-1	FBgn0241831	Dyak\GE24726
7023	FBgn0037759	CG8526	3R	9801280..9803461	1	FBgn0190172	Dsim\GD18651	Scf_3R	15405351..15407422	-1	EOG09190449	CG8526	3R	9801280..9803461	1	FBgn0243036	Dyak\GE25993
7024	FBgn0037760	FBXO11	3R	9803486..9809368	-1	FBgn0192221	Dsim\GD20755	Scf_3R	15399315..15405152	1	EOG091901Y4	FBXO11	3R	9803486..9809368	-1	FBgn0241830	Dyak\GE24725
7025	FBgn0037761	CG8534	3R	9812747..9813939	1	FBgn0190173	Dsim\GD18652	Scf_3R	15394806..15395969	-1	EOG09190DAK	CG8534	3R	9812747..9813939	1	FBgn0243037	Dyak\GE25994
7026	FBgn0037762	eloF	3R	9814161..9815158	1	FBgn0190175	Dsim\GD18654	Scf_3R	15393396..15394398	-1	EOG09190E58	eloF	3R	9814161..9815158	1	FBgn0243038	Dyak\GE25995
7027	FBgn0037763	CG16904	3R	9815928..9816979	-1	FBgn0192219	Dsim\GD20753	Scf_3R	15391449..15392523	1	EOG09190DUM	CG16904	3R	9815928..9816979	-1	FBgn0241829	Dyak\GE24724
7028	FBgn0037764	CG9459	3R	9817428..9818395	-1	FBgn0192218	Dsim\GD20752	Scf_3R	15390079..15391080	1	EOG09190ELV	CG9459	3R	9817428..9818395	-1	FBgn0241828	Dyak\GE24723
7029	FBgn0037765	CG9458	3R	9818914..9819877	-1	FBgn0192217	Dsim\GD20751	Scf_3R	15388577..15389558	1	EOG09190EK0	CG9458	3R	9818914..9819877	-1	FBgn0241827	Dyak\GE24722
7030	FBgn0037766	Teh1	3R	9826081..9868120	-1	FBgn0192215	Dsim\GD20749	Scf_3R	15354898..15381753	1	EOG09190DO0	Teh1	3R	9826081..9868120	-1	FBgn0241823	Dyak\GE24718
7031	FBgn0037770	Art4	3R	9982816..9986060	-1	FBgn0192213	Dsim\GD20747	Scf_3R	15237056..15239939	1	EOG091905MW	Art4	3R	9982816..9986060	-1	FBgn0241821	Dyak\GE24716
7032	FBgn0037772	Spn85F	3R	9997163..10000314	1	FBgn0190179	Dsim\GD18658	Scf_3R	15222936..15226116	-1	EOG0919069V	Spn85F	3R	9997163..10000314	1	FBgn0243044	Dyak\GE26001
7033	FBgn0037773	CG5359	3R	9999771..10001276	-1	FBgn0192211	Dsim\GD20745	Scf_3R	15221860..15223500	1	EOG09190GVR	CG5359	3R	9999771..10001276	-1	FBgn0241819	Dyak\GE24714
7034	FBgn0037777	CG11722	3R	10044596..10045542	-1	FBgn0192207	Dsim\GD20741	Scf_3R	15177907..15178850	1	EOG09190G04	CG11722	3R	10044596..10045542	-1	FBgn0241816	Dyak\GE24711
7035	FBgn0037778	mtTFB2	3R	10045574..10047260	1	FBgn0190181	Dsim\GD18660	Scf_3R	15176180..15177865	-1	EOG091907OH	mtTFB2	3R	10045574..10047260	1	FBgn0243046	Dyak\GE26003
7036	FBgn0037779	CG12811	3R	10047252..10048797	-1	FBgn0192206	Dsim\GD20740	Scf_3R	15174643..15176199	1	EOG09190FK5	CG12811	3R	10047252..10048797	-1	FBgn0241815	Dyak\GE24710
7037	FBgn0037780	ohgt	3R	10049199..10051527	1	FBgn0190182	Dsim\GD18661	Scf_3R	15171895..15174222	-1	EOG0919059Z	ohgt	3R	10049199..10051527	1	FBgn0243047	Dyak\GE26004
7038	FBgn0037781	Fancl	3R	10051508..10052869	-1	FBgn0192205	Dsim\GD20739	Scf_3R	15170200..15171905	1	EOG09190DND	Fancl	3R	10051508..10052869	-1	FBgn0241813	Dyak\GE24708
7039	FBgn0037782	Npc2d	3R	10055356..10056083	-1	FBgn0192204	Dsim\GD20738	Scf_3R	15167299..15168056	1	EOG09190H5A	Npc2d	3R	10055356..10056083	-1	FBgn0241812	Dyak\GE24707
7040	FBgn0037783	Npc2c	3R	10060252..10061136	1	FBgn0190184	Dsim\GD18663	Scf_3R	15162450..15166916	-1	EOG09190GXV	Npc2c	3R	10060252..10061136	1	FBgn0243049	Dyak\GE26006
7041	FBgn0037786	Alp13	3R	10073821..10075373	-1	FBgn0192202	Dsim\GD20736	Scf_3R	15139702..15149019	1	EOG0919080E	Alp13	3R	10073821..10075373	-1	FBgn0241811	Dyak\GE24706
7042	FBgn0037788	CAH7	3R	10112237..10120081	1	FBgn0190191	Dsim\GD18670	Scf_3R	15103557..15110625	-1	EOG09190BRG	CAH7	3R	10112237..10120081	1	FBgn0243056	Dyak\GE26013
7043	FBgn0037792	TAF1B	3R	10140103..10144184	-1	FBgn0192197	Dsim\GD20731	Scf_3R	15078910..15082404	1	EOG091902CB	TAF1B	3R	10140103..10144184	-1	FBgn0241806	Dyak\GE24701
7044	FBgn0037794	CG6254	3R	10159144..10161331	-1	FBgn0192196	Dsim\GD20730	Scf_3R	15061883..15064273	1	EOG091907F5	CG6254	3R	10159144..10161331	-1	FBgn0241805	Dyak\GE24700
7045	FBgn0037796	CG12814	3R	10171156..10189603	-1	FBgn0192194	Dsim\GD20728	Scf_3R	15034378..15052550	1	EOG09190892	CG12814	3R	10171156..10189603	-1	FBgn0241802	Dyak\GE24697
7046	FBgn0037797	CG12420	3R	10222698..10223745	1	FBgn0190196	Dsim\GD18675	Scf_3R	15006132..15007365	-1	EOG09190IB8	CG12420	3R	10222698..10223745	1	FBgn0243060	Dyak\GE26017
7047	FBgn0037798	CG12817	3R	10223440..10224725	-1	FBgn0268482	Dsim\GD27192	Scf_3R	15005124..15006177	1	EOG09190GVT	CG12817	3R	10223440..10224725	-1	FBgn0241799	Dyak\GE24694
7048	FBgn0037801	CG3999	3R	10251518..10255268	1	FBgn0190201	Dsim\GD18680	Scf_3R	14980362..14984001	-1	EOG091901LN	CG3999	3R	10251518..10255268	1	FBgn0243065	Dyak\GE26022
7049	FBgn0037802	Sirt6	3R	10255349..10261849	-1	FBgn0192191	Dsim\GD20725	Scf_3R	14979063..14980375	1	EOG09190B49	Sirt6	3R	10255349..10261849	-1	FBgn0241798	Dyak\GE24693
7050	FBgn0037807	CG6293	3R	10307806..10311613	-1	FBgn0192190	Dsim\GD20724	Scf_3R	14928960..14932447	1	EOG091905DW	CG6293	3R	10307806..10311613	-1	FBgn0241796	Dyak\GE24691
7051	FBgn0037809	CG12818	3R	10331581..10332695	1	FBgn0190206	Dsim\GD18685	Scf_3R	14907702..14908953	-1	EOG09190HXR	CG12818	3R	10331581..10332695	1	FBgn0243070	Dyak\GE26027
7052	FBgn0037812	CG18545	3R	10340949..10341668	1	FBgn0190209	Dsim\GD18688	Scf_3R	14901238..14902026	-1	EOG09190HVC	CG18545	3R	10340949..10341668	1	FBgn0243072	Dyak\GE26029
7053	FBgn0037814	CG6325	3R	10402967..10407285	-1	FBgn0192188	Dsim\GD20722	Scf_3R	14843686..14848047	1	EOG091902VK	CG6325	3R	10402967..10407285	-1	FBgn0241793	Dyak\GE24688
7054	FBgn0037815	Rrp46	3R	10413301..10414242	1	FBgn0190214	Dsim\GD18693	Scf_3R	14836786..14837722	-1	EOG09190FYI	Rrp46	3R	10413301..10414242	1	FBgn0243079	Dyak\GE26036
7055	FBgn0037816	CG6345	3R	10414218..10416046	-1	FBgn0192186	Dsim\GD20720	Scf_3R	14834855..14836808	1	EOG091906SS	CG6345	3R	10414218..10416046	-1	FBgn0241791	Dyak\GE24685
7056	FBgn0037817	Cyp12e1	3R	10434789..10436704	1	FBgn0190215	Dsim\GD18694	Scf_3R	14814163..14816274	-1	EOG0919088Y	Cyp12e1	3R	10434789..10436704	1	FBgn0243080	Dyak\GE26037
7057	FBgn0037818	CG6465	3R	10675560..10677251	-1	FBgn0192182	Dsim\GD20716	Scf_3R	14571990..14573861	1	EOG091908HI	CG6465	3R	10675560..10677251	-1	FBgn0241788	Dyak\GE24682
7058	FBgn0037819	CG14688	3R	10677737..10680925	-1	FBgn0270642	Dsim\GD29352	Scf_3R	14568463..14571688	1	EOG09190CDT	CG14688	3R	10677737..10680925	-1	FBgn0241787	Dyak\GE24681
7059	FBgn0037822	CG14683	3R	10696647..10698976	1	FBgn0270382	Dsim\GD29092	Scf_3R	14550624..14552937	-1	EOG09190AJT	CG14683	3R	10696647..10698976	1	FBgn0276894	Dyak\GE28739
7060	FBgn0037824	CG14684	3R	10706974..10707460	1	FBgn0190224	Dsim\GD18703	Scf_3R	14542136..14542622	-1	EOG09190J5U	CG14684	3R	10706974..10707460	1	FBgn0243086	Dyak\GE26044
7061	FBgn0037826	CG14689	3R	10709588..10711248	-1	FBgn0192177	Dsim\GD20711	Scf_3R	14538147..14539966	1	EOG091908H4	CG14689	3R	10709588..10711248	-1	FBgn0241781	Dyak\GE24675
7062	FBgn0037827	CG4073	3R	10714798..10715901	1	FBgn0190225	Dsim\GD18704	Scf_3R	14533540..14534675	-1	EOG09190DV9	CG4073	3R	10714798..10715901	1	FBgn0243087	Dyak\GE26045
7063	FBgn0037828	tomboy20	3R	10735277..10735957	-1	FBgn0192176	Dsim\GD20710	Scf_3R	14512912..14513613	1	EOG09190HUV	tomboy20	3R	10735277..10735957	-1	FBgn0241780	Dyak\GE24674
7064	FBgn0037829	CG14691	3R	10753331..10755634	-1	FBgn0192174	Dsim\GD20708	Scf_3R	14492518..14495431	1	EOG091905YW	CG14691	3R	10753331..10755634	-1	FBgn0241778	Dyak\GE24672
7065	FBgn0037831	Cap-H2	3R	10761310..10766756	1	FBgn0190226	Dsim\GD18705	Scf_3R	14481990..14487600	-1	EOG091905BB	Cap-H2	3R	10761310..10766756	1	FBgn0243088	Dyak\GE26046
7066	FBgn0037832	Desi	3R	10779569..10780825	1	FBgn0190228	Dsim\GD18707	Scf_3R	14468030..14469510	-1	EOG09190EOW	Desi	3R	10779569..10780825	1	FBgn0243089	Dyak\GE26047
7067	FBgn0037834	Art1	3R	10786481..10788226	-1	FBgn0192168	Dsim\GD20702	Scf_3R	14460607..14462395	1	EOG09190AV4	Art1	3R	10786481..10788226	-1	FBgn0241773	Dyak\GE24666
7068	FBgn0037835	CG14687	3R	10792904..10793643	1	FBgn0190231	Dsim\GD18710	Scf_3R	14455204..14455953	-1	EOG09190JJV	CG14687	3R	10792904..10793643	1	FBgn0243092	Dyak\GE26050
7069	FBgn0037836	CG14692	3R	10794058..10803955	-1	FBgn0192166	Dsim\GD20700	Scf_3R	14445228..14455006	1	EOG091900AT	CG14692	3R	10794058..10803955	-1	FBgn0241771	Dyak\GE24664
7070	FBgn0037837	CG14693	3R	10811581..10815047	-1	FBgn0192165	Dsim\GD20699	Scf_3R	14441934..14445193	1	EOG091905I9	CG14693	3R	10811581..10815047	-1	FBgn0241770	Dyak\GE24663
7071	FBgn0037838	TTLL15	3R	10815288..10817490	1	FBgn0190232	Dsim\GD18711	Scf_3R	14439573..14441705	-1	EOG091906BY	TTLL15	3R	10815288..10817490	1	FBgn0243093	Dyak\GE26051
7072	FBgn0037841	CG4565	3R	10852724..10853644	1	FBgn0190239	Dsim\GD18718	Scf_3R	14403776..14404785	-1	EOG09190D0Y	CG4565	3R	10852724..10853644	1	FBgn0243098	Dyak\GE26056
7073	FBgn0037842	CG6567	3R	10853374..10854451	-1	FBgn0192164	Dsim\GD20698	Scf_3R	14402966..14404026	1	EOG09190E9O	CG6567	3R	10853374..10854451	-1	FBgn0241769	Dyak\GE24662
7074	FBgn0037843	CG4511	3R	10854501..10856412	1	FBgn0190240	Dsim\GD18719	Scf_3R	14400982..14402916	-1	EOG09190FB6	CG4511	3R	10854501..10856412	1	FBgn0243099	Dyak\GE26057
7075	FBgn0037844	CG4570	3R	10856807..10858066	1	FBgn0190241	Dsim\GD18720	Scf_3R	14399387..14400565	-1	EOG09190D7Q	CG4570	3R	10856807..10858066	1	FBgn0243100	Dyak\GE26058
7076	FBgn0037845	CG14694	3R	10858202..10859813	-1	FBgn0192163	Dsim\GD20697	Scf_3R	14396886..14399311	1	EOG0919091B	CG14694	3R	10858202..10859813	-1	FBgn0241768	Dyak\GE24661
7077	FBgn0037846	CG6574	3R	10860531..10862988	-1	FBgn0192162	Dsim\GD20696	Scf_3R	14394054..14396796	1	EOG0919083N	CG6574	3R	10860531..10862988	-1	FBgn0241767	Dyak\GE24660
7078	FBgn0037848	Tsp86D	3R	10868708..10870555	1	FBgn0190242	Dsim\GD18721	Scf_3R	14386617..14388470	-1	EOG09190BV9	Tsp86D	3R	10868708..10870555	1	FBgn0243101	Dyak\GE26059
7079	FBgn0037849	CG4596	3R	10873038..10875582	1	FBgn0190243	Dsim\GD18722	Scf_3R	14381519..14384539	-1	EOG091909K3	CG4596	3R	10873038..10875582	1	FBgn0243102	Dyak\GE26060
7080	FBgn0037850	CG14695	3R	10878204..10879319	-1	FBgn0192159	Dsim\GD20693	Scf_3R	14377670..14378989	1	EOG09190CGR	CG14695	3R	10878204..10879319	-1	FBgn0241764	Dyak\GE24657
7081	FBgn0037852	Tpc1	3R	10879572..10882188	-1	FBgn0192158	Dsim\GD20692	Scf_3R	14374917..14377261	1	EOG09190CA2	Tpc1	3R	10879572..10882188	-1	FBgn0241763	Dyak\GE24656
7082	FBgn0037853	CG14696	3R	10882433..10885001	-1	FBgn0192157	Dsim\GD20691	Scf_3R	14372084..14375509	1	EOG091908A8	CG14696	3R	10882433..10885001	-1	FBgn0241762	Dyak\GE24655
7083	FBgn0037855	CG6621	3R	10889768..10893531	-1	FBgn0192155	Dsim\GD20689	Scf_3R	14363377..14367303	1	EOG091903AM	CG6621	3R	10889768..10893531	-1	FBgn0241760	Dyak\GE24652
7084	FBgn0037856	Leash	3R	10885540..10896418	1	FBgn0190245	Dsim\GD18724	Scf_3R	14359938..14371608	-1	EOG091908L9	Leash	3R	10885540..10896418	1	FBgn0243104	Dyak\GE26062
7085	FBgn0037857	Tengl4	3R	10950284..10951797	1	FBgn0190247	Dsim\GD18726	Scf_3R	14305128..14306622	-1	EOG091909M3	Tengl4	3R	10950284..10951797	1	FBgn0243105	Dyak\GE26063
7086	FBgn0037860	CG6629	3R	11114671..11115706	-1	FBgn0192153	Dsim\GD20687	Scf_3R	14151672..14152723	1	EOG09190GC2	CG6629	3R	11114671..11115706	-1	FBgn0241759	Dyak\GE24651
7087	FBgn0037862	mAcon2	3R	11137177..11139742	1	FBgn0190251	Dsim\GD18730	Scf_3R	14127550..14130171	-1	EOG0919035E	mAcon2	3R	11137177..11139742	1	FBgn0243112	Dyak\GE26070
7088	FBgn0037870	CG18577	3R	11196092..11197285	1	FBgn0190256	Dsim\GD18735	Scf_3R	14070683..14071629	-1	EOG09190JSP	CG18577	3R	11196092..11197285	1	FBgn0243117	Dyak\GE26076
7089	FBgn0037873	SdhC	3R	11208887..11209849	-1	FBgn0192145	Dsim\GD20679	Scf_3R	14057364..14058149	1	EOG09190HU1	SdhC	3R	11208887..11209849	-1	FBgn0068269	Dyak\GE24640
7090	FBgn0037875	ZnT86D	3R	11212308..11214539	-1	FBgn0192144	Dsim\GD20678	Scf_3R	14052457..14054734	1	EOG09190E69	ZnT86D	3R	11212308..11214539	-1	FBgn0241748	Dyak\GE24639
7091	FBgn0037876	CG4820	3R	11216535..11217898	1	FBgn0190259	Dsim\GD18738	Scf_3R	14049077..14050433	-1	EOG091909G2	CG4820	3R	11216535..11217898	1	FBgn0243118	Dyak\GE26078
7092	FBgn0037877	CG6689	3R	11217898..11220064	-1	FBgn0192142	Dsim\GD20676	Scf_3R	14046921..14049085	1	EOG091906PJ	CG6689	3R	11217898..11220064	-1	FBgn0241747	Dyak\GE24637
7093	FBgn0037878	CG6693	3R	11220268..11221639	-1	FBgn0192141	Dsim\GD20675	Scf_3R	14045328..14046689	1	EOG09190DRS	CG6693	3R	11220268..11221639	-1	FBgn0241746	Dyak\GE24636
7094	FBgn0037881	GCC88	3R	11228158..11230600	-1	FBgn0190264	Dsim\GD18743	Scf_3R	14036106..14038543	1	EOG091903ZP	GCC88	3R	11228158..11230600	-1	FBgn0241745	Dyak\GE24635
7095	FBgn0037882	CG17187	3R	11230617..11231879	-1	FBgn0190263	Dsim\GD18742	Scf_3R	14034911..14035991	1	EOG09190DK9	CG17187	3R	11230617..11231879	-1	FBgn0241744	Dyak\GE24634
7096	FBgn0037883	Dph3	3R	11231912..11232539	1	FBgn0192137	Dsim\GD20671	Scf_3R	14034171..14034814	-1	EOG09190KST	Dph3	3R	11231912..11232539	1	FBgn0243122	Dyak\GE26082
7097	FBgn0037884	Arfip	3R	11232429..11235013	-1	FBgn0190262	Dsim\GD18741	Scf_3R	14031712..14034180	1	EOG09190BPE	Arfip	3R	11232429..11235013	-1	FBgn0241743	Dyak\GE24633
7098	FBgn0037885	CG17721	3R	11235140..11236077	1	FBgn0192138	Dsim\GD20672	Scf_3R	14030849..14031468	-1	EOG09190K57	CG17721	3R	11235140..11236077	1	FBgn0243123	Dyak\GE26083
7099	FBgn0037891	CG5214	3R	11244302..11246862	1	FBgn0190266	Dsim\GD18745	Scf_3R	14020822..14023402	-1	EOG09190ANV	CG5214	3R	11244302..11246862	1	FBgn0243128	Dyak\GE26088
7100	FBgn0037892	mRpL40	3R	11407918..11408756	1	FBgn0190270	Dsim\GD18750	Scf_3R	13867168..13868027	-1	EOG09190HM9	mRpL40	3R	11407918..11408756	1	FBgn0243131	Dyak\GE26091
7101	FBgn0037894	Ranbp9	3R	11412522..11416142	1	FBgn0190272	Dsim\GD18752	Scf_3R	13859819..13863436	-1	EOG091901J7	Ranbp9	3R	11412522..11416142	1	FBgn0243133	Dyak\GE26093
7102	FBgn0037895	CG6723	3R	11416218..11418668	-1	FBgn0192127	Dsim\GD20661	Scf_3R	13857297..13859747	1	EOG091904ZE	CG6723	3R	11416218..11418668	-1	FBgn0241735	Dyak\GE24625
